Symbol,Start,End,Label,Market Cap,Sector,Income,Sales,Employees,Analyst Rating (1 buy/5 sell),price-to-earnings,Price/Earnings-to-Growth,Price-to-Sales Ratio,Price-to-Book,Price to free cash flow,debt-to-equity,EPS (ttm),Inst Own,ROE,ROI,Profit Margin,Shs Outstand,Beta
RNR,161.76,169.79,UP,6768870108,Finance,-959.60M,4.76B,649,-,-,-,1.68,1.58,7.25,0.23,-21.67,97.50%,-17.30%,-0.40%,-20.20%,43.17M,0.36
ROG,152.09,273.08,UP,4492079218,Technology,82.70M,969.00M,3675,3.00,24.12,-,2.10,1.79,-,0.24,4.37,90.90%,7.50%,7.50%,8.50%,18.81M,1.22
ROK,246.47,346.84,UP,29543952957,Industrials,670.00M,7.44B,24500,2.70,43.78,4.99,3.89,12.17,-,1.70,5.73,82.80%,27.00%,21.10%,9.00%,116.00M,1.47
ROL,38.24,33.64,DOWN,20592892824,Consumer Discretionary,345.70M,2.63B,16482,2.70,59.47,7.25,7.78,17.18,114.73,0.10,0.70,43.10%,30.50%,25.50%,13.10%,492.32M,0.65
ROP,419.55,489.16,UP,44025804323,Industrials,938.20M,5.45B,19300,2.30,46.97,4.37,8.04,3.18,26.50,0.54,8.79,98.73%,23.00%,6.10%,52.90%,105.90M,1.08
RPM,88.98,99.93,UP,12217922167,Consumer Discretionary,521.80M,6.99B,16751,2.70,23.23,1.11,1.74,6.04,-,1.42,4.06,87.00%,-,11.20%,-,127.62M,0.96
RPT,8.32,13.24,UP,788283084,Real Estate,20.60M,222.50M,125,2.60,44.43,-,3.87,1.08,13.27,1.21,0.23,99.40%,2.60%,0.90%,9.30%,84.16M,1.62
RRC,7.13,18.27,UP,6873311984,Energy,1.24B,5.41B,527,2.50,6.29,0.18,1.34,3.31,4.38,1.09,4.74,94.80%,-4.30%,25.70%,-1.60%,239.77M,2.13
RRX,122.61,169.86,UP,8465248543,Consumer Discretionary,332.30M,4.76B,30000,1.60,21.23,2.28,1.74,1.26,-,0.34,5.59,-,6.10%,3.20%,7.00%,66.80M,1.07
RS,119.71,161.47,UP,11891162340,Industrials,1.91B,17.40B,13700,1.70,6.65,0.38,0.68,1.83,19.89,0.24,30.58,88.20%,26.40%,19.20%,9.60%,61.66M,0.87
RSG,93.54,138.58,UP,41701617121,Utilities,1.45B,12.93B,35000,2.10,28.70,2.72,3.25,4.39,37.75,1.23,4.58,96.00%,15.90%,9.70%,11.20%,316.50M,0.67
RSI,20.52,16.78,DOWN,266796584,Consumer Discretionary,-38.70M,532.20M,468,2.00,-,-,1.60,3.79,-,0.00,-0.63,78.50%,-48.20%,-115.90%,-7.30%,63.98M,-
RTO,36.7,39.72,UP,15609127048,Consumer Discretionary,307.60M,3.52B,46000,1.00,36.64,4.26,4.57,7.81,-,2.61,0.82,0.60%,-,8.90%,-,504.01M,0.87
RTX,68.43,85.8,UP,138950144453,Industrials,4.48B,66.03B,174000,2.00,32.07,2.82,2.12,2.01,746.25,0.48,3.00,81.80%,6.20%,3.40%,6.80%,1.47B,1.14
RVLV,31.97,56.74,UP,1759411132,Consumer Discretionary,84.90M,1.06B,1078,1.90,18.61,-,1.48,4.35,93.47,0.00,1.14,-,26.20%,31.70%,8.00%,73.31M,2.08
RVT,15.87,19.39,UP,1502757473,Finance,-472.70M,30.20M,50,-,-,-,49.59,0.96,61.37,0.04,-4.38,25.70%,-24.30%,0.20%,-,107.96M,1.39
RWT,8.52,13.23,UP,810402550,Real Estate,-,99.16M,298,1.90,18.37,0.62,7.98,0.66,-,9.87,0.38,76.80%,-,2.20%,-,119.66M,1.28
RYAM,6.56,5.57,DOWN,290429080,Industrials,-91.20M,1.50B,2500,3.00,-,-,0.31,0.60,9.25,1.19,-1.43,79.30%,8.70%,1.50%,4.60%,63.90M,3.28
RYI,15.28,25.71,UP,1259886082,Industrials,516.10M,6.60B,4000,2.50,1.97,6.36,0.15,1.17,6.36,0.63,13.26,93.50%,82.60%,28.80%,7.80%,37.80M,1.77
RYN,29.1,40.39,UP,4916845622,Real Estate,137.90M,1.10B,406,3.00,36.57,7.31,4.61,2.76,49.24,0.70,0.93,91.20%,7.70%,8.10%,12.60%,146.26M,0.90
SAFE,70.66,78.67,UP,1805923054,Real Estate,89.00M,224.50M,143,2.30,18.86,0.51,7.72,0.89,-,1.61,1.55,39.70%,4.40%,3.40%,36.10%,62.01M,0.57
SAH,38.59,48.98,UP,1843135385,Consumer Discretionary,375.90M,13.87B,10200,2.90,5.12,0.33,0.12,1.62,4.86,2.55,9.15,84.00%,33.50%,10.50%,2.70%,38.30M,1.91
SAIC,92.64,84.43,DOWN,5932330537,Technology,260.00M,7.51B,26000,2.50,24.51,4.81,0.82,3.79,16.20,1.50,4.57,77.70%,15.90%,9.30%,3.50%,55.60M,0.74
SAM,952.28,514.68,DOWN,4617561652,Consumer Staples,26.90M,1.99B,2543,3.10,170.06,-,2.29,4.21,50.68,0.00,2.16,84.00%,7.50%,1.60%,3.90%,12.32M,0.97
SAN,3.07,3.3,UP,43748370000,Finance,9.48B,62.41B,203376,3.00,4.75,-,0.70,0.50,-,3.13,0.56,2.00%,10.70%,6.30%,15.20%,16.77B,1.10
SAP,129.24,140.4,UP,112398560000,Technology,3.16B,30.06B,112632,2.30,36.35,460.16,4.05,2.68,31.78,0.42,2.68,5.30%,7.90%,5.90%,10.50%,1.17B,1.10
SAVE,23.06,22.1,DOWN,2386693277,Consumer Discretionary,-370.60M,4.66B,9823,2.90,-,-,0.51,1.29,-,1.64,-3.41,68.10%,-19.10%,-6.40%,-7.90%,108.85M,1.13
SB,1.35,3.63,UP,306484881,Consumer Discretionary,196.80M,354.30M,790,2.50,1.74,0.12,0.94,0.49,1.30,0.60,1.62,28.20%,29.00%,18.10%,55.60%,121.63M,0.90
SBH,12.91,18.84,UP,1358580041,Miscellaneous,230.40M,3.84B,29000,3.30,6.18,0.21,0.35,4.58,11.42,4.23,2.05,-,81.60%,20.00%,6.00%,106.94M,1.28
SBOW,5.48,22.33,UP,796342264,Energy,102.90M,562.90M,62,2.00,7.64,1.53,1.44,1.39,8.76,1.35,4.89,-,38.10%,35.90%,18.30%,22.31M,2.41
SBSW,16.92,12.62,DOWN,6654223496,Basic Materials,1.11B,8.34B,84981,2.00,6.27,-,0.83,1.45,12.57,0.25,1.55,8.20%,25.50%,40.40%,13.30%,705.48M,1.49
SCCO,67.27,61.23,DOWN,36358616126,Basic Materials,2.57B,10.05B,14700,3.00,15.96,-,3.83,5.42,-,0.87,3.32,7.40%,32.60%,25.60%,25.60%,773.10M,1.08
SCHW,52.76,84.48,UP,150296783015,Finance,6.26B,20.83B,35200,2.20,24.18,1.11,7.23,4.46,16.32,13.73,3.29,84.60%,12.70%,1.10%,25.20%,1.90B,1.00
SCI,48.55,70.72,UP,9564562528,Consumer Discretionary,768.50M,4.18B,17022,1.60,15.33,1.28,2.65,6.12,28.07,2.18,4.63,87.70%,40.80%,16.10%,18.40%,158.71M,0.75
SCL,121.11,123.42,UP,2327296814,Consumer Discretionary,153.30M,2.76B,2439,2.30,16.02,3.64,0.86,2.15,-,0.47,6.64,79.60%,13.00%,9.50%,5.20%,22.79M,0.80
SCS,12.74,11.62,DOWN,880277340,Consumer Discretionary,15.10M,3.10B,11800,1.50,59.02,5.90,0.28,1.11,-,0.70,0.13,96.40%,1.80%,1.70%,0.50%,112.80M,1.35
SCU,15.3,21.24,UP,266210545,Finance,-1.30M,581.30M,337,3.00,-,-,1.01,-,-,-,-0.33,40.20%,2.30%,14.50%,-0.20%,25.51M,1.68
SCX,4.33,9.66,UP,62534956,Consumer Discretionary,14.90M,253.70M,1493,-,3.55,-,0.21,0.51,-,0.31,2.01,42.30%,16.20%,11.10%,5.90%,7.28M,0.57
SD,3.43,10.35,UP,701401420,Energy,148.70M,228.30M,101,-,5.42,1.08,3.42,2.42,5.00,0.00,4.00,72.60%,56.00%,46.50%,65.10%,36.70M,2.37
SE,196.06,224.31,UP,27744237844,Technology,-2703.50M,11.75B,67300,1.90,-,-,1.90,5.01,-,0.78,-4.72,74.50%,-40.30%,-17.50%,-23.00%,555.93M,1.50
SEAS,30.31,64.71,UP,3963063257,Consumer Discretionary,281.30M,1.67B,2800,2.10,15.59,0.86,2.30,-,10.35,-,3.69,-,-195.20%,17.90%,16.90%,71.69M,2.05
SEE,45,67.14,UP,6950570250,Industrials,540.80M,5.77B,16500,2.40,12.34,1.42,1.20,32.57,21.63,18.36,3.62,92.30%,284.90%,16.40%,9.50%,146.00M,1.21
SEM,27.83,29.82,UP,3229747324,Health Care,223.30M,6.28B,35900,2.00,12.88,1.30,0.44,2.62,-,3.55,1.75,85.50%,20.00%,12.40%,3.60%,124.90M,1.38
SF,48.96,70.64,UP,6592854625,Finance,709.60M,4.67B,8600,2.40,10.62,0.75,1.43,1.57,14.72,6.38,6.01,86.20%,18.30%,2.80%,16.90%,109.08M,1.29
SFBS,40.12,85.47,UP,4109611130,Finance,237.50M,498.00M,502,3.00,17.01,-,8.13,3.24,17.50,0.05,4.35,65.60%,19.90%,25.30%,47.70%,54.32M,0.93
SFL,6.47,8.04,UP,1415995175,Consumer Discretionary,217.80M,593.20M,18,1.80,6.94,-,2.21,1.27,8.02,2.35,1.50,39.30%,22.00%,7.20%,36.70%,126.79M,0.84
SGU,9.36,10.57,UP,323389074,Utilities,53.20M,1.95B,3121,-,5.92,-,0.16,0.98,-,0.70,1.45,37.20%,27.20%,24.20%,4.30%,36.78M,0.67
SHAK,82.43,73.07,DOWN,2184074075,Consumer Discretionary,-23.30M,831.30M,9695,2.50,-,-,2.30,4.30,-,0.61,-0.59,90.70%,-5.70%,-1.30%,-2.80%,39.23M,1.58
SHEL,36.03,43.4,UP,198785014024,Energy,43.36B,365.29B,82000,1.70,4.96,0.71,0.56,1.11,8.35,0.44,11.45,8.30%,23.90%,7.10%,11.90%,3.64B,0.69
SHG,29.26,30.88,UP,12987331364,Finance,2.92B,11.46B,21530,1.00,4.79,-,1.17,0.42,3.06,2.54,5.47,2.70%,8.70%,5.20%,25.10%,530.66M,0.80
SHO,10.95,11.67,UP,2372635144,Real Estate,147.00M,764.90M,42,3.20,15.32,0.77,2.89,1.22,-,0.44,0.68,-,7.90%,-3.50%,19.20%,213.18M,1.30
SHPW,10.31,3.73,DOWN,32244357,Industrials,-26.70M,32.00M,152,1.70,-,-,0.94,0.41,-,0.00,-0.62,47.00%,-32.40%,-7.00%,-83.30%,53.07M,-
SHW,241.16,350.36,UP,58470528952,Consumer Discretionary,1.94B,21.68B,61626,2.50,29.95,2.43,2.65,21.96,173.45,4.06,7.39,79.60%,81.60%,15.30%,8.90%,257.70M,1.07
SID,6.42,4.45,DOWN,3323120093,Industrials,667.40M,8.29B,35179,3.00,5.25,1.34,0.40,0.84,-,1.79,0.49,3.20%,11.50%,29.10%,5.70%,1.33B,1.73
SIG,27.65,86.34,UP,3012884487,Consumer Discretionary,434.30M,7.94B,30856,2.40,9.76,1.39,0.37,2.20,5.98,0.11,6.64,-,30.40%,46.10%,5.50%,46.40M,2.19
SIRE,12.29,16.47,UP,464008102,Industrials,50.30M,644.10M,499,2.00,8.92,-,0.71,2.22,31.28,0.70,2.54,6.10%,29.80%,18.00%,9.10%,19.80M,0.71
SITC,9.72,15.82,UP,2634086240,Real Estate,187.40M,548.70M,293,2.40,14.05,-,4.75,1.36,56.03,0.94,0.88,90.40%,9.90%,4.20%,34.20%,213.85M,1.59
SIX,33.19,42.28,UP,1831310715,Consumer Discretionary,135.00M,1.53B,1970,1.90,13.65,0.90,1.13,-,13.34,-,1.55,98.73%,-13.20%,21.50%,8.80%,84.99M,2.20
SJI,21.18,26.12,UP,4258713177,Utilities,166.60M,2.34B,1169,3.00,23.90,2.66,1.78,1.96,-,1.67,1.42,88.20%,8.20%,5.40%,7.10%,122.44M,0.62
SJM,115.63,135.34,UP,16010773873,Consumer Staples,586.10M,8.01B,6700,3.20,27.38,5.33,2.00,1.95,167.71,0.58,5.45,83.70%,7.10%,6.40%,7.30%,106.30M,0.25
SJW,68.29,72.67,UP,2136695691,Utilities,58.30M,589.10M,751,2.00,36.33,3.71,3.68,2.02,23.06,1.58,1.93,82.30%,5.60%,4.00%,9.90%,30.27M,0.66
SKIL,10.39,9.23,DOWN,291878513,Consumer Discretionary,-185.40M,612.20M,2943,2.20,-,-,0.45,0.25,56.96,0.59,-1.18,77.70%,-16.00%,-4.40%,-29.10%,164.09M,-
SKLZ,18.2,7.62,DOWN,429652774,Technology,-256.90M,377.70M,650,2.70,-,-,1.18,0.85,-,0.56,-0.64,48.70%,-43.10%,-29.70%,-68.00%,408.16M,-
SKM,40.03,26.88,DOWN,7652728617,Telecommunications,631.20M,11.98B,34847,-,14.52,-,0.66,1.00,-,0.95,1.39,5.10%,-,4.30%,-,392.43M,0.82
SKT,9.82,19.35,UP,1902702499,Real Estate,42.10M,439.30M,310,3.30,48.02,7.17,4.37,4.00,14.67,2.85,0.39,77.20%,8.80%,2.90%,9.60%,103.63M,1.76
SKX,34.87,43.58,UP,5319064031,Consumer Discretionary,699.00M,7.21B,6200,2.10,8.03,-,0.75,1.63,-,0.10,4.45,98.50%,23.70%,23.40%,10.60%,155.94M,1.28
SKY,30.01,78.22,UP,3331425989,Consumer Discretionary,322.30M,2.42B,8400,2.20,8.40,0.21,1.14,2.85,13.28,0.05,5.62,-,40.70%,28.70%,13.30%,56.91M,1.93
SLB,21.95,29.82,UP,74175254370,Energy,2.98B,26.44B,92000,-,26.47,0.60,2.97,4.52,44.32,0.78,2.07,82.90%,18.60%,8.00%,11.30%,1.42B,1.89
SLCA,8.97,9.34,UP,1093408329,Industrials,27.60M,1.40B,1863,2.60,43.26,-,0.80,1.68,8.10,1.69,0.34,79.70%,4.40%,1.70%,2.00%,75.59M,2.78
SLF,44.19,55.16,UP,24930690168,Consumer Discretionary,2.75B,28.23B,24589,3.00,9.45,1.35,0.92,1.38,-,0.26,4.68,54.40%,14.70%,16.10%,9.70%,586.00M,0.99
SLG,60.76,74.64,UP,2537951234,Real Estate,446.80M,805.90M,931,2.70,5.83,-,3.10,0.54,-,0.89,6.51,92.00%,9.70%,2.00%,55.40%,65.38M,1.38
SLGN,36.61,42.71,UP,5219806790,Industrials,401.30M,6.40B,15600,2.40,13.39,2.34,0.84,3.30,32.67,2.51,3.61,72.40%,23.60%,8.70%,5.80%,110.84M,0.79
SLQT,21.35,9.27,DOWN,112012079,Finance,-297.50M,764.00M,1857,3.00,-,-,0.14,0.28,-,1.80,-1.81,63.20%,-59.10%,-23.10%,-38.90%,164.43M,-
SM,6.36,29.62,UP,5581740000,Energy,882.70M,3.47B,506,2.30,7.20,0.09,1.68,2.41,3.55,0.64,6.72,92.20%,42.70%,4.80%,25.50%,121.91M,4.57
SMAR,68.12,78.82,UP,4554028556,Technology,-222.60M,657.00M,2539,1.90,-,-,5.21,7.10,-,0.00,-1.74,91.70%,-45.20%,-33.70%,-33.90%,129.65M,1.26
SMFG,6.1,6.77,UP,38497143756,Finance,5.08B,14.14B,101023,1.00,7.84,1.38,2.84,0.48,-,2.31,0.74,1.80%,6.20%,2.60%,35.90%,6.85B,0.76
SMG,200.72,158.99,DOWN,2520402973,Industrials,-266.10M,4.17B,2400,2.50,-,-,0.68,6.85,-,8.32,-4.85,68.30%,-32.80%,17.00%,-6.40%,55.40M,1.43
SMLP,12.57,22.24,UP,201310597,Energy,-109.50M,396.40M,209,3.50,-,-,0.52,0.28,1.94,1.72,-11.80,49.10%,-14.50%,2.50%,-27.60%,10.17M,2.46
SMP,40.11,52.45,UP,815788306,Consumer Discretionary,84.50M,1.37B,5000,1.50,9.61,1.37,0.58,1.31,-,0.45,3.80,84.60%,11.00%,13.40%,4.80%,21.43M,0.51
SMR,10.09,10.03,DOWN,481040095,Industrials,-51.40M,4.00M,496,2.20,-,-,636.14,-,-,-,-0.23,49.50%,-,23.60%,-,220.37M,-
SNA,166.92,214.25,UP,11796874806,Consumer Discretionary,896.50M,4.79B,12800,2.70,13.88,4.96,2.54,2.82,39.79,0.28,16.50,91.00%,20.90%,16.30%,18.70%,53.20M,1.09
SNAP,49.59,48.03,DOWN,16090683183,Technology,-1118.60M,4.60B,5661,2.80,-,-,3.39,5.56,113.13,1.29,-0.69,64.00%,-32.70%,-11.80%,-24.30%,1.61B,0.94
SNDA,11.59,27.87,UP,111733679,Health Care,-2.90M,233.60M,2441,4.00,1.49,0.14,0.44,-,-,-,10.62,71.10%,3.40%,25.00%,-1.20%,6.36M,1.60
SNDR,20.46,26.87,UP,3947422309,Industrials,481.80M,6.62B,16050,2.60,8.34,1.58,0.60,1.46,6.22,0.08,2.70,53.30%,18.70%,14.70%,7.30%,178.00M,1.02
SNN,42.97,34.65,DOWN,10461402924,Health Care,496.00M,5.21B,18000,2.00,21.41,4.65,2.03,1.97,-,0.54,1.13,9.50%,9.20%,6.70%,9.50%,438.12M,0.58
SNOW,278.24,340.63,UP,51155200000,Technology,-675.60M,1.64B,3992,2.20,-,-,25.35,7.58,127.40,0.00,-2.17,67.90%,-12.90%,-14.20%,-41.30%,318.36M,-
SNV,32.15,47.67,UP,5806809100,Finance,719.40M,1.84B,5005,2.00,8.13,1.02,3.69,1.43,9.21,0.45,4.91,70.50%,16.00%,23.60%,38.70%,145.33M,1.36
SNX,80.4,113.82,UP,8769620852,Consumer Discretionary,546.10M,61.71B,22000,1.70,16.35,1.60,0.14,1.14,-,0.53,5.71,87.60%,6.90%,4.60%,0.90%,95.11M,1.57
SO,59.36,68.36,UP,71003241842,Utilities,3.40B,28.00B,27300,2.80,20.12,3.11,2.46,2.19,-,1.76,3.15,62.30%,11.70%,4.20%,12.10%,1.09B,0.51
SOI,8.35,6.41,DOWN,449105243,Industrials,9.70M,239.00M,179,2.20,40.29,-,3.03,1.88,-,0.01,0.31,85.90%,1.60%,-0.50%,1.40%,46.61M,1.49
SOL,12.77,5.94,DOWN,300092739,Technology,-2.80M,50.10M,164,1.70,-,-,6.07,0.76,-,0.08,-0.04,42.90%,-0.70%,2.70%,-5.50%,66.96M,2.04
SON,58.4,57.71,DOWN,6046838063,Industrials,434.40M,7.01B,20500,2.70,13.28,0.98,0.86,2.97,-,1.62,4.41,80.50%,-2.30%,15.50%,-0.60%,98.00M,0.75
SONY,100.07,125.92,UP,83349292900,Consumer Staples,5.97B,67.08B,108900,1.20,15.79,1.36,1.30,2.02,989.14,0.53,4.78,7.70%,13.30%,9.30%,9.40%,1.24B,0.95
SOS,72,42.15,DOWN,27623709,Finance,-43.20M,306.00M,167,5.00,-,-,0.10,0.05,-,0.00,-298.00,3.20%,-9.10%,-6.60%,-14.10%,5.70M,0.65
SPCE,23.21,13.83,DOWN,1190089819,Industrials,-332.90M,3.40M,804,3.40,-,-,382.38,2.07,-,0.64,-1.29,39.10%,-40.80%,-35.70%,-,258.59M,0.82
SPG,82.81,160.04,UP,35695303542,Real Estate,2.11B,5.20B,2400,2.30,18.23,2.12,7.05,12.68,82.30,8.21,6.41,88.50%,65.30%,8.20%,40.50%,328.44M,1.53
SPGI,333.25,470.48,UP,104643702000,Finance,3.49B,10.33B,22850,1.80,26.69,3.22,10.23,2.83,73.81,0.29,11.96,92.10%,11.80%,54.00%,33.80%,329.60M,1.06
SPH,14.58,14.66,UP,1034244274,Utilities,177.50M,1.47B,3131,2.00,5.96,1.49,0.72,1.85,11.34,1.91,2.78,22.10%,35.40%,12.70%,12.10%,63.28M,0.66
SPIR,10.08,3.54,DOWN,202148197,Finance,-31.40M,62.00M,378,2.10,-,-,3.11,1.31,-,0.71,-0.29,34.80%,-20.80%,-28.50%,-50.60%,139.69M,-
SPLP,10.35,40.97,UP,915742529,Industrials,147.90M,1.67B,4500,-,7.52,-,0.55,1.34,-,0.62,5.64,47.80%,22.40%,12.00%,8.80%,22.85M,1.39
SPNT,9.41,8.14,DOWN,1041453882,Finance,-428.60M,1.96B,1032,3.00,-,-,0.48,0.47,27.67,0.39,-2.68,82.90%,-19.40%,1.50%,-21.80%,160.26M,0.88
SPOT,311,237.92,DOWN,15662867817,Consumer Discretionary,-196.70M,11.12B,6617,2.40,-,-,1.28,6.43,72.48,0.81,-1.03,58.00%,-9.00%,-4.80%,-1.80%,193.08M,1.73
SPR,36.67,43.06,UP,2427630601,Industrials,-408.90M,4.48B,16100,1.80,-,-,0.62,12.66,-,16.74,-3.92,86.10%,-110.50%,-10.40%,-9.10%,104.60M,1.73
SPXC,53.19,59.23,UP,2996688609,Industrials,57.40M,1.30B,3100,2.00,56.66,3.15,2.45,2.92,-,0.22,1.24,94.40%,33.10%,4.70%,27.90%,45.44M,1.21
SQ,221.16,165.34,DOWN,35659500212,Technology,-489.00M,16.29B,8521,2.10,-,-,2.31,2.16,73.59,0.27,-0.90,68.90%,-4.80%,2.00%,-3.00%,581.35M,2.37
SQM,49.92,51.8,UP,26277250147,Industrials,2.08B,6.36B,6462,2.50,13.44,0.33,4.14,7.92,834.41,0.74,7.29,45.40%,63.10%,11.70%,32.70%,285.64M,0.85
SQNS,6.4,4.64,DOWN,176815069,Technology,-8.70M,53.80M,262,1.60,-,-,3.29,26.14,-,8.71,-0.23,59.70%,127.10%,-37.90%,-16.20%,47.93M,0.86
SQZ,28,9.57,DOWN,83358376,Health Care,-77.50M,23.20M,113,1.40,-,-,3.43,0.90,-,0.00,-2.75,69.70%,-68.90%,-55.50%,-,28.37M,-
SR,63.41,64.97,UP,3644573507,Utilities,203.00M,2.17B,3710,2.80,17.23,4.01,1.62,1.35,-,1.52,3.91,88.50%,8.10%,6.30%,9.30%,52.20M,0.41
SRC,37.98,48.03,UP,5273014667,Real Estate,213.10M,652.00M,84,2.30,22.91,0.61,7.86,1.22,78.38,0.82,1.66,99.90%,5.40%,1.90%,32.70%,136.34M,1.27
SRE,123.8,131.77,UP,47388568605,Utilities,1.13B,14.22B,15390,2.10,42.08,10.87,3.30,1.82,27.15,1.00,3.56,89.80%,4.50%,2.30%,7.90%,314.85M,0.67
SRG,13.86,13.23,DOWN,596184534,Real Estate,-115.40M,118.10M,40,-,-,-,5.21,0.95,-,2.79,-2.64,45.40%,-18.80%,-7.10%,-97.70%,43.68M,2.80
SRI,29.45,19.75,DOWN,574534701,Consumer Discretionary,-31.50M,827.30M,5000,2.00,-,-,0.82,2.46,-,0.59,-1.16,-,-10.90%,1.40%,-3.80%,27.27M,1.29
SRL,4.18,8.86,UP,122814617,Consumer Discretionary,5.60M,52.30M,72,-,24.57,-,2.29,0.41,-,0.12,0.33,10.00%,2.10%,1.80%,10.60%,13.60M,1.22
SRT,7.83,5.1,DOWN,149756282,Technology,7.40M,686.50M,45000,1.50,19.15,3.83,0.20,0.71,7.43,0.89,0.18,11.30%,3.80%,6.30%,1.10%,40.28M,1.53
SSL,8.77,16.12,UP,10623717121,Energy,2.13B,15.08B,28279,1.00,5.16,-,0.79,1.05,12.46,0.64,3.35,1.30%,23.80%,15.40%,14.10%,625.20M,2.53
SST,10.64,9.97,DOWN,470635331,Consumer Discretionary,-85.20M,809.90M,375,2.00,-,-,0.52,0.62,-,0.65,-0.93,32.00%,-,35.10%,-,90.59M,-
SSTK,69.27,112.47,UP,1809734477,Technology,85.90M,815.90M,1148,2.00,19.96,6.24,2.05,3.90,15.29,0.12,2.34,71.00%,19.40%,20.30%,10.50%,35.93M,1.08
ST,51.97,61.37,UP,6231805446,Industrials,309.50M,3.95B,21300,2.30,20.96,1.22,1.61,2.07,28.23,1.38,1.97,-,10.10%,7.50%,7.80%,154.12M,1.26
STAG,30.36,47.48,UP,5661430155,Real Estate,234.60M,634.60M,86,2.20,23.98,3.43,8.92,1.66,50.16,0.72,1.33,87.70%,6.90%,2.90%,37.00%,179.05M,0.99
STAR,14.4,25.89,UP,900872288,Real Estate,-90.90M,274.40M,144,2.20,-,-,3.46,0.52,-,0.00,-1.07,85.80%,-,-4.00%,-,85.37M,1.25
STC,47.61,80.14,UP,1064306520,Finance,234.50M,3.38B,7300,1.20,4.27,0.85,0.30,0.73,3.41,0.33,8.56,93.30%,25.40%,19.50%,9.70%,27.02M,1.09
STE,188.49,245.17,UP,17126026712,Health Care,377.00M,4.77B,16422,1.70,43.72,4.37,3.42,2.55,54.44,0.47,3.74,95.00%,5.80%,3.70%,7.90%,100.08M,0.80
STEM,17.9,19.4,UP,2082844103,Technology,27.10M,200.60M,213,1.80,17.18,-,8.70,2.90,-,0.77,0.66,57.80%,4.30%,-8.80%,13.50%,154.12M,-
STG,13.38,4.93,DOWN,54635732,Real Estate,74.60M,322.20M,4064,4.00,0.70,-,0.17,-,-,-,5.55,3.70%,-58.40%,-21.90%,23.10%,13.57M,1.07
STLA,18.19,18.76,UP,43361830187,Consumer Discretionary,-,164.81B,281595,1.80,2.99,0.15,0.26,0.93,-,-,4.61,54.43%,-,-,-,3.13B,-
STM,38.51,49.19,UP,28368206170,Technology,3.46B,15.26B,48254,2.10,8.79,1.76,1.94,2.80,25.48,0.24,3.68,5.00%,34.60%,17.70%,22.70%,945.50M,1.46
STN,32.09,55.74,UP,5426328403,Consumer Discretionary,141.00M,2.95B,25000,1.90,38.96,5.55,1.86,3.71,54.27,1.02,1.27,79.70%,9.60%,5.10%,4.80%,110.90M,0.96
STNG,11.5,12.6,UP,2860244043,Consumer Discretionary,-12.60M,846.30M,26,1.70,-,-,3.39,1.35,5.98,1.15,-0.73,53.10%,17.10%,-2.00%,38.60%,55.00M,0.50
STOR,32.1,34.67,UP,8979545027,Real Estate,328.00M,854.20M,117,2.80,26.54,4.36,10.49,1.66,-,0.87,1.19,81.80%,6.30%,2.30%,38.40%,280.84M,0.98
STR,13.4,19.36,UP,362311056,Energy,16.80M,193.50M,11,2.00,40.37,-,13.22,3.29,22.98,4.27,0.76,69.30%,9.40%,16.90%,6.10%,12.52M,1.73
STT,72.25,93.24,UP,27175587287,Finance,2.63B,2.87B,41354,2.40,10.76,2.34,9.67,1.18,3.68,0.59,7.06,92.20%,10.80%,3.70%,91.70%,367.79M,1.62
STWD,18.52,24.38,UP,6386965414,Real Estate,741.00M,1.76B,277,1.70,8.40,1.68,3.56,0.97,-,3.01,2.43,47.40%,12.80%,0.70%,42.10%,305.04M,1.54
STZ,216.74,249.39,UP,45351431180,Consumer Staples,104.50M,9.44B,10000,2.00,-,-,4.98,4.86,41.02,1.17,-0.10,82.70%,1.00%,9.00%,1.10%,184.94M,0.98
SUI,146.13,209.5,UP,16800754090,Real Estate,250.10M,2.84B,5961,1.90,63.57,21.19,5.73,1.99,-,0.84,2.06,98.10%,3.40%,3.80%,8.80%,122.40M,0.65
SUM,20.42,40.01,UP,3117206080,Industrials,273.90M,2.42B,5500,1.80,12.10,0.70,1.37,1.71,35.10,0.80,2.30,-,15.10%,6.30%,11.30%,118.24M,1.35
SUN,28.61,40.48,UP,3692370027,Energy,463.00M,22.95B,2225,2.30,7.75,2.98,0.15,3.62,-,3.61,5.47,21.10%,57.50%,16.80%,2.20%,83.74M,1.41
SUP,4.15,4.38,UP,123193530,Consumer Discretionary,-25.40M,1.51B,7800,2.00,-,-,0.07,-,-,-,-0.98,47.60%,41.90%,8.90%,-1.70%,26.92M,3.97
SUPV,2.02,1.94,DOWN,167160369,Finance,-20.20M,856.40M,230,4.00,-,-,0.34,0.39,-,0.04,-0.22,3.10%,-5.00%,42.90%,-2.40%,91.34M,1.42
SWCH,16.14,28.62,UP,5341521392,Technology,379.00M,652.30M,829,2.80,22.27,0.86,8.19,6.86,-,2.48,1.52,81.40%,88.10%,2.70%,58.10%,150.04M,0.59
SWI,15.32,14.42,DOWN,1492482359,Technology,-647.70M,720.90M,2215,3.00,-,-,1.92,0.86,9.42,1.17,-4.03,98.41%,-31.00%,0.00%,-91.50%,160.66M,1.03
