"Symbol","Start","End","Label","Market.Cap","Sector","Income","Sales","Employees","Analyst.Rating..1.buy.5.sell.","price.to.earnings","Price.Earnings.to.Growth","Price.to.Sales.Ratio","Price.to.Book","Price.to.free.cash.flow","debt.to.equity","EPS..ttm.","Inst.Own","ROE","ROI","Profit.Margin","Shs.Outstand","Beta"
"RPT",8.32,13.24,"UP",788283084,"Real Estate",20600000,222500000,125,2.6,44.43,0,3.87,1.08,13.27,1.21,0.23,0.994,0.026,0.009,0.093,84160000,1.62
"RRC",7.13,18.27,"UP",6873311984,"Energy",1.24e+09,5.41e+09,527,2.5,6.29,0.18,1.34,3.31,4.38,1.09,4.74,0.948,-0.043,0.257,-0.016,239770000,2.13
"RRX",122.61,169.86,"UP",8465248543,"Consumer Discretionary",332300000,4.76e+09,30000,1.6,21.23,2.28,1.74,1.26,0,0.34,5.59,0,0.061,0.032,0.07,66800000,1.07
"RS",119.71,161.47,"UP",11891162340,"Industrials",1.91e+09,1.74e+10,13700,1.7,6.65,0.38,0.68,1.83,19.89,0.24,30.58,0.882,0.264,0.192,0.096,61660000,0.87
"RSG",93.54,138.58,"UP",41701617121,"Utilities",1.45e+09,1.293e+10,35000,2.1,28.7,2.72,3.25,4.39,37.75,1.23,4.58,0.96,0.159,0.097,0.112,316500000,0.67
"RSI",20.52,16.78,"DOWN",266796584,"Consumer Discretionary",-38700000,532200000,468,2,0,0,1.6,3.79,0,0,-0.63,0.785,-0.482,-1.159,-0.073,63980000,0
"RTO",36.7,39.72,"UP",15609127048,"Consumer Discretionary",307600000,3.52e+09,46000,1,36.64,4.26,4.57,7.81,0,2.61,0.82,0.006,0,0.089,0,504010000,0.87
"RTX",68.43,85.8,"UP",138950144453,"Industrials",4.48e+09,6.603e+10,174000,2,32.07,2.82,2.12,2.01,746.25,0.48,3,0.818,0.062,0.034,0.068,1.47e+09,1.14
"RVLV",31.97,56.74,"UP",1759411132,"Consumer Discretionary",84900000,1.06e+09,1078,1.9,18.61,0,1.48,4.35,93.47,0,1.14,0,0.262,0.317,0.08,73310000,2.08
"RVT",15.87,19.39,"UP",1502757473,"Finance",-472700000,30200000,50,0,0,0,49.59,0.96,61.37,0.04,-4.38,0.257,-0.243,0.002,0,107960000,1.39
"RWT",8.52,13.23,"UP",810402550,"Real Estate",0,99160000,298,1.9,18.37,0.62,7.98,0.66,0,9.87,0.38,0.768,0,0.022,0,119660000,1.28
"RYAM",6.56,5.57,"DOWN",290429080,"Industrials",-91200000,1.5e+09,2500,3,0,0,0.31,0.6,9.25,1.19,-1.43,0.793,0.087,0.015,0.046,63900000,3.28
"RYI",15.28,25.71,"UP",1259886082,"Industrials",516100000,6.6e+09,4000,2.5,1.97,6.36,0.15,1.17,6.36,0.63,13.26,0.935,0.826,0.288,0.078,37800000,1.77
"RYN",29.1,40.39,"UP",4916845622,"Real Estate",137900000,1.1e+09,406,3,36.57,7.31,4.61,2.76,49.24,0.7,0.93,0.912,0.077,0.081,0.126,146260000,0.9
"SAFE",70.66,78.67,"UP",1805923054,"Real Estate",8.9e+07,224500000,143,2.3,18.86,0.51,7.72,0.89,0,1.61,1.55,0.397,0.044,0.034,0.361,62010000,0.57
"SAH",38.59,48.98,"UP",1843135385,"Consumer Discretionary",375900000,1.387e+10,10200,2.9,5.12,0.33,0.12,1.62,4.86,2.55,9.15,0.84,0.335,0.105,0.027,38300000,1.91
"SAIC",92.64,84.43,"DOWN",5932330537,"Technology",2.6e+08,7.51e+09,26000,2.5,24.51,4.81,0.82,3.79,16.2,1.5,4.57,0.777,0.159,0.093,0.035,55600000,0.74
"SAM",952.28,514.68,"DOWN",4617561652,"Consumer Staples",26900000,1.99e+09,2543,3.1,170.06,0,2.29,4.21,50.68,0,2.16,0.84,0.075,0.016,0.039,12320000,0.97
"SAN",3.07,3.3,"UP",43748370000,"Finance",9.48e+09,6.241e+10,203376,3,4.75,0,0.7,0.5,0,3.13,0.56,0.02,0.107,0.063,0.152,1.677e+10,1.1
"SAP",129.24,140.4,"UP",112398560000,"Technology",3.16e+09,3.006e+10,112632,2.3,36.35,460.16,4.05,2.68,31.78,0.42,2.68,0.053,0.079,0.059,0.105,1.17e+09,1.1
"SAVE",23.06,22.1,"DOWN",2386693277,"Consumer Discretionary",-370600000,4.66e+09,9823,2.9,0,0,0.51,1.29,0,1.64,-3.41,0.681,-0.191,-0.064,-0.079,108850000,1.13
"SB",1.35,3.63,"UP",306484881,"Consumer Discretionary",196800000,354300000,790,2.5,1.74,0.12,0.94,0.49,1.3,0.6,1.62,0.282,0.29,0.181,0.556,121630000,0.9
"SBH",12.91,18.84,"UP",1358580041,"Miscellaneous",230400000,3.84e+09,29000,3.3,6.18,0.21,0.35,4.58,11.42,4.23,2.05,0,0.816,0.2,0.06,106940000,1.28
"SBOW",5.48,22.33,"UP",796342264,"Energy",102900000,562900000,62,2,7.64,1.53,1.44,1.39,8.76,1.35,4.89,0,0.381,0.359,0.183,22310000,2.41
"SBSW",16.92,12.62,"DOWN",6654223496,"Basic Materials",1.11e+09,8.34e+09,84981,2,6.27,0,0.83,1.45,12.57,0.25,1.55,0.082,0.255,0.404,0.133,705480000,1.49
"SCCO",67.27,61.23,"DOWN",36358616126,"Basic Materials",2.57e+09,1.005e+10,14700,3,15.96,0,3.83,5.42,0,0.87,3.32,0.074,0.326,0.256,0.256,773100000,1.08
"SCHW",52.76,84.48,"UP",150296783015,"Finance",6.26e+09,2.083e+10,35200,2.2,24.18,1.11,7.23,4.46,16.32,13.73,3.29,0.846,0.127,0.011,0.252,1.9e+09,1
"SCI",48.55,70.72,"UP",9564562528,"Consumer Discretionary",768500000,4.18e+09,17022,1.6,15.33,1.28,2.65,6.12,28.07,2.18,4.63,0.877,0.408,0.161,0.184,158710000,0.75
"SCL",121.11,123.42,"UP",2327296814,"Consumer Discretionary",153300000,2.76e+09,2439,2.3,16.02,3.64,0.86,2.15,0,0.47,6.64,0.796,0.13,0.095,0.052,22790000,0.8
"SCS",12.74,11.62,"DOWN",880277340,"Consumer Discretionary",15100000,3.1e+09,11800,1.5,59.02,5.9,0.28,1.11,0,0.7,0.13,0.964,0.018,0.017,0.005,112800000,1.35
"SCU",15.3,21.24,"UP",266210545,"Finance",-1300000,581300000,337,3,0,0,1.01,0,0,0,-0.33,0.402,0.023,0.145,-0.002,25510000,1.68
"SCX",4.33,9.66,"UP",62534956,"Consumer Discretionary",14900000,253700000,1493,0,3.55,0,0.21,0.51,0,0.31,2.01,0.423,0.162,0.111,0.059,7280000,0.57
"SD",3.43,10.35,"UP",701401420,"Energy",148700000,228300000,101,0,5.42,1.08,3.42,2.42,5,0,4,0.726,0.56,0.465,0.651,36700000,2.37
"SE",196.06,224.31,"UP",27744237844,"Technology",-2703500000,1.175e+10,67300,1.9,0,0,1.9,5.01,0,0.78,-4.72,0.745,-0.403,-0.175,-0.23,555930000,1.5
"SEAS",30.31,64.71,"UP",3963063257,"Consumer Discretionary",281300000,1.67e+09,2800,2.1,15.59,0.86,2.3,0,10.35,0,3.69,0,-1.952,0.179,0.169,71690000,2.05
"SEE",45,67.14,"UP",6950570250,"Industrials",540800000,5.77e+09,16500,2.4,12.34,1.42,1.2,32.57,21.63,18.36,3.62,0.923,2.849,0.164,0.095,1.46e+08,1.21
"SEM",27.83,29.82,"UP",3229747324,"Health Care",223300000,6.28e+09,35900,2,12.88,1.3,0.44,2.62,0,3.55,1.75,0.855,0.2,0.124,0.036,124900000,1.38
"SF",48.96,70.64,"UP",6592854625,"Finance",709600000,4.67e+09,8600,2.4,10.62,0.75,1.43,1.57,14.72,6.38,6.01,0.862,0.183,0.028,0.169,109080000,1.29
"SFBS",40.12,85.47,"UP",4109611130,"Finance",237500000,4.98e+08,502,3,17.01,0,8.13,3.24,17.5,0.05,4.35,0.656,0.199,0.253,0.477,54320000,0.93
"SFL",6.47,8.04,"UP",1415995175,"Consumer Discretionary",217800000,593200000,18,1.8,6.94,0,2.21,1.27,8.02,2.35,1.5,0.393,0.22,0.072,0.367,126790000,0.84
"SGU",9.36,10.57,"UP",323389074,"Utilities",53200000,1.95e+09,3121,0,5.92,0,0.16,0.98,0,0.7,1.45,0.372,0.272,0.242,0.043,36780000,0.67
"SHAK",82.43,73.07,"DOWN",2184074075,"Consumer Discretionary",-23300000,831300000,9695,2.5,0,0,2.3,4.3,0,0.61,-0.59,0.907,-0.057,-0.013,-0.028,39230000,1.58
"SHEL",36.03,43.4,"UP",198785014024,"Energy",4.336e+10,3.6529e+11,82000,1.7,4.96,0.71,0.56,1.11,8.35,0.44,11.45,0.083,0.239,0.071,0.119,3.64e+09,0.69
"SHG",29.26,30.88,"UP",12987331364,"Finance",2.92e+09,1.146e+10,21530,1,4.79,0,1.17,0.42,3.06,2.54,5.47,0.027,0.087,0.052,0.251,530660000,0.8
"SHO",10.95,11.67,"UP",2372635144,"Real Estate",1.47e+08,764900000,42,3.2,15.32,0.77,2.89,1.22,0,0.44,0.68,0,0.079,-0.035,0.192,213180000,1.3
"SHPW",10.31,3.73,"DOWN",32244357,"Industrials",-26700000,3.2e+07,152,1.7,0,0,0.94,0.41,0,0,-0.62,0.47,-0.324,-0.07,-0.833,53070000,0
"SHW",241.16,350.36,"UP",58470528952,"Consumer Discretionary",1.94e+09,2.168e+10,61626,2.5,29.95,2.43,2.65,21.96,173.45,4.06,7.39,0.796,0.816,0.153,0.089,257700000,1.07
"SID",6.42,4.45,"DOWN",3323120093,"Industrials",667400000,8.29e+09,35179,3,5.25,1.34,0.4,0.84,0,1.79,0.49,0.032,0.115,0.291,0.057,1.33e+09,1.73
"SIG",27.65,86.34,"UP",3012884487,"Consumer Discretionary",434300000,7.94e+09,30856,2.4,9.76,1.39,0.37,2.2,5.98,0.11,6.64,0,0.304,0.461,0.055,46400000,2.19
"SIRE",12.29,16.47,"UP",464008102,"Industrials",50300000,644100000,499,2,8.92,0,0.71,2.22,31.28,0.7,2.54,0.061,0.298,0.18,0.091,19800000,0.71
"SITC",9.72,15.82,"UP",2634086240,"Real Estate",187400000,548700000,293,2.4,14.05,0,4.75,1.36,56.03,0.94,0.88,0.904,0.099,0.042,0.342,213850000,1.59
"SIX",33.19,42.28,"UP",1831310715,"Consumer Discretionary",1.35e+08,1.53e+09,1970,1.9,13.65,0.9,1.13,0,13.34,0,1.55,0.9873,-0.132,0.215,0.088,84990000,2.2
"SJI",21.18,26.12,"UP",4258713177,"Utilities",166600000,2.34e+09,1169,3,23.9,2.66,1.78,1.96,0,1.67,1.42,0.882,0.082,0.054,0.071,122440000,0.62
"SJM",115.63,135.34,"UP",16010773873,"Consumer Staples",586100000,8.01e+09,6700,3.2,27.38,5.33,2,1.95,167.71,0.58,5.45,0.837,0.071,0.064,0.073,106300000,0.25
"SJW",68.29,72.67,"UP",2136695691,"Utilities",58300000,589100000,751,2,36.33,3.71,3.68,2.02,23.06,1.58,1.93,0.823,0.056,0.04,0.099,30270000,0.66
"SKIL",10.39,9.23,"DOWN",291878513,"Consumer Discretionary",-185400000,612200000,2943,2.2,0,0,0.45,0.25,56.96,0.59,-1.18,0.777,-0.16,-0.044,-0.291,164090000,0
"SKLZ",18.2,7.62,"DOWN",429652774,"Technology",-256900000,377700000,650,2.7,0,0,1.18,0.85,0,0.56,-0.64,0.487,-0.431,-0.297,-0.68,408160000,0
"SKM",40.03,26.88,"DOWN",7652728617,"Telecommunications",631200000,1.198e+10,34847,0,14.52,0,0.66,1,0,0.95,1.39,0.051,0,0.043,0,392430000,0.82
"SKT",9.82,19.35,"UP",1902702499,"Real Estate",42100000,439300000,310,3.3,48.02,7.17,4.37,4,14.67,2.85,0.39,0.772,0.088,0.029,0.096,103630000,1.76
"SKX",34.87,43.58,"UP",5319064031,"Consumer Discretionary",6.99e+08,7.21e+09,6200,2.1,8.03,0,0.75,1.63,0,0.1,4.45,0.985,0.237,0.234,0.106,155940000,1.28
"SKY",30.01,78.22,"UP",3331425989,"Consumer Discretionary",322300000,2.42e+09,8400,2.2,8.4,0.21,1.14,2.85,13.28,0.05,5.62,0,0.407,0.287,0.133,56910000,1.93
"SLB",21.95,29.82,"UP",74175254370,"Energy",2.98e+09,2.644e+10,92000,0,26.47,0.6,2.97,4.52,44.32,0.78,2.07,0.829,0.186,0.08,0.113,1.42e+09,1.89
"SLCA",8.97,9.34,"UP",1093408329,"Industrials",27600000,1.4e+09,1863,2.6,43.26,0,0.8,1.68,8.1,1.69,0.34,0.797,0.044,0.017,0.02,75590000,2.78
"SLF",44.19,55.16,"UP",24930690168,"Consumer Discretionary",2.75e+09,2.823e+10,24589,3,9.45,1.35,0.92,1.38,0,0.26,4.68,0.544,0.147,0.161,0.097,5.86e+08,0.99
"SLG",60.76,74.64,"UP",2537951234,"Real Estate",446800000,805900000,931,2.7,5.83,0,3.1,0.54,0,0.89,6.51,0.92,0.097,0.02,0.554,65380000,1.38
"SLGN",36.61,42.71,"UP",5219806790,"Industrials",401300000,6.4e+09,15600,2.4,13.39,2.34,0.84,3.3,32.67,2.51,3.61,0.724,0.236,0.087,0.058,110840000,0.79
"SLQT",21.35,9.27,"DOWN",112012079,"Finance",-297500000,7.64e+08,1857,3,0,0,0.14,0.28,0,1.8,-1.81,0.632,-0.591,-0.231,-0.389,164430000,0
"SM",6.36,29.62,"UP",5581740000,"Energy",882700000,3.47e+09,506,2.3,7.2,0.09,1.68,2.41,3.55,0.64,6.72,0.922,0.427,0.048,0.255,121910000,4.57
"SMAR",68.12,78.82,"UP",4554028556,"Technology",-222600000,6.57e+08,2539,1.9,0,0,5.21,7.1,0,0,-1.74,0.917,-0.452,-0.337,-0.339,129650000,1.26
"SMFG",6.1,6.77,"UP",38497143756,"Finance",5.08e+09,1.414e+10,101023,1,7.84,1.38,2.84,0.48,0,2.31,0.74,0.018,0.062,0.026,0.359,6.85e+09,0.76
"SMG",200.72,158.99,"DOWN",2520402973,"Industrials",-266100000,4.17e+09,2400,2.5,0,0,0.68,6.85,0,8.32,-4.85,0.683,-0.328,0.17,-0.064,55400000,1.43
"SMLP",12.57,22.24,"UP",201310597,"Energy",-109500000,396400000,209,3.5,0,0,0.52,0.28,1.94,1.72,-11.8,0.491,-0.145,0.025,-0.276,10170000,2.46
"SMP",40.11,52.45,"UP",815788306,"Consumer Discretionary",84500000,1.37e+09,5000,1.5,9.61,1.37,0.58,1.31,0,0.45,3.8,0.846,0.11,0.134,0.048,21430000,0.51
"SMR",10.09,10.03,"DOWN",481040095,"Industrials",-51400000,4e+06,496,2.2,0,0,636.14,0,0,0,-0.23,0.495,0,0.236,0,220370000,0
"SNA",166.92,214.25,"UP",11796874806,"Consumer Discretionary",896500000,4.79e+09,12800,2.7,13.88,4.96,2.54,2.82,39.79,0.28,16.5,0.91,0.209,0.163,0.187,53200000,1.09
"SNAP",49.59,48.03,"DOWN",16090683183,"Technology",-1118600000,4.6e+09,5661,2.8,0,0,3.39,5.56,113.13,1.29,-0.69,0.64,-0.327,-0.118,-0.243,1.61e+09,0.94
"SNDA",11.59,27.87,"UP",111733679,"Health Care",-2900000,233600000,2441,4,1.49,0.14,0.44,0,0,0,10.62,0.711,0.034,0.25,-0.012,6360000,1.6
"SNDR",20.46,26.87,"UP",3947422309,"Industrials",481800000,6.62e+09,16050,2.6,8.34,1.58,0.6,1.46,6.22,0.08,2.7,0.533,0.187,0.147,0.073,1.78e+08,1.02
"SNN",42.97,34.65,"DOWN",10461402924,"Health Care",4.96e+08,5.21e+09,18000,2,21.41,4.65,2.03,1.97,0,0.54,1.13,0.095,0.092,0.067,0.095,438120000,0.58
"SNOW",278.24,340.63,"UP",51155200000,"Technology",-675600000,1.64e+09,3992,2.2,0,0,25.35,7.58,127.4,0,-2.17,0.679,-0.129,-0.142,-0.413,318360000,0
"SNV",32.15,47.67,"UP",5806809100,"Finance",719400000,1.84e+09,5005,2,8.13,1.02,3.69,1.43,9.21,0.45,4.91,0.705,0.16,0.236,0.387,145330000,1.36
"SNX",80.4,113.82,"UP",8769620852,"Consumer Discretionary",546100000,6.171e+10,22000,1.7,16.35,1.6,0.14,1.14,0,0.53,5.71,0.876,0.069,0.046,0.009,95110000,1.57
"SO",59.36,68.36,"UP",71003241842,"Utilities",3.4e+09,2.8e+10,27300,2.8,20.12,3.11,2.46,2.19,0,1.76,3.15,0.623,0.117,0.042,0.121,1.09e+09,0.51
"SOI",8.35,6.41,"DOWN",449105243,"Industrials",9700000,2.39e+08,179,2.2,40.29,0,3.03,1.88,0,0.01,0.31,0.859,0.016,-0.005,0.014,46610000,1.49
"SOL",12.77,5.94,"DOWN",300092739,"Technology",-2800000,50100000,164,1.7,0,0,6.07,0.76,0,0.08,-0.04,0.429,-0.007,0.027,-0.055,66960000,2.04
"SON",58.4,57.71,"DOWN",6046838063,"Industrials",434400000,7.01e+09,20500,2.7,13.28,0.98,0.86,2.97,0,1.62,4.41,0.805,-0.023,0.155,-0.006,9.8e+07,0.75
"SONY",100.07,125.92,"UP",83349292900,"Consumer Staples",5.97e+09,6.708e+10,108900,1.2,15.79,1.36,1.3,2.02,989.14,0.53,4.78,0.077,0.133,0.093,0.094,1.24e+09,0.95
"SOS",72,42.15,"DOWN",27623709,"Finance",-43200000,3.06e+08,167,5,0,0,0.1,0.05,0,0,-298,0.032,-0.091,-0.066,-0.141,5700000,0.65
"SPCE",23.21,13.83,"DOWN",1190089819,"Industrials",-332900000,3400000,804,3.4,0,0,382.38,2.07,0,0.64,-1.29,0.391,-0.408,-0.357,0,258590000,0.82
"SPG",82.81,160.04,"UP",35695303542,"Real Estate",2.11e+09,5.2e+09,2400,2.3,18.23,2.12,7.05,12.68,82.3,8.21,6.41,0.885,0.653,0.082,0.405,328440000,1.53
"SPGI",333.25,470.48,"UP",104643702000,"Finance",3.49e+09,1.033e+10,22850,1.8,26.69,3.22,10.23,2.83,73.81,0.29,11.96,0.921,0.118,0.54,0.338,329600000,1.06
"SPH",14.58,14.66,"UP",1034244274,"Utilities",177500000,1.47e+09,3131,2,5.96,1.49,0.72,1.85,11.34,1.91,2.78,0.221,0.354,0.127,0.121,63280000,0.66
"SPIR",10.08,3.54,"DOWN",202148197,"Finance",-31400000,6.2e+07,378,2.1,0,0,3.11,1.31,0,0.71,-0.29,0.348,-0.208,-0.285,-0.506,139690000,0
"SPLP",10.35,40.97,"UP",915742529,"Industrials",147900000,1.67e+09,4500,0,7.52,0,0.55,1.34,0,0.62,5.64,0.478,0.224,0.12,0.088,22850000,1.39
"SPNT",9.41,8.14,"DOWN",1041453882,"Finance",-428600000,1.96e+09,1032,3,0,0,0.48,0.47,27.67,0.39,-2.68,0.829,-0.194,0.015,-0.218,160260000,0.88
"SPOT",311,237.92,"DOWN",15662867817,"Consumer Discretionary",-196700000,1.112e+10,6617,2.4,0,0,1.28,6.43,72.48,0.81,-1.03,0.58,-0.09,-0.048,-0.018,193080000,1.73
"SPR",36.67,43.06,"UP",2427630601,"Industrials",-408900000,4.48e+09,16100,1.8,0,0,0.62,12.66,0,16.74,-3.92,0.861,-1.105,-0.104,-0.091,104600000,1.73
"SPXC",53.19,59.23,"UP",2996688609,"Industrials",57400000,1.3e+09,3100,2,56.66,3.15,2.45,2.92,0,0.22,1.24,0.944,0.331,0.047,0.279,45440000,1.21
"SQ",221.16,165.34,"DOWN",35659500212,"Technology",-4.89e+08,1.629e+10,8521,2.1,0,0,2.31,2.16,73.59,0.27,-0.9,0.689,-0.048,0.02,-0.03,581350000,2.37
"SQM",49.92,51.8,"UP",26277250147,"Industrials",2.08e+09,6.36e+09,6462,2.5,13.44,0.33,4.14,7.92,834.41,0.74,7.29,0.454,0.631,0.117,0.327,285640000,0.85
"SQNS",6.4,4.64,"DOWN",176815069,"Technology",-8700000,53800000,262,1.6,0,0,3.29,26.14,0,8.71,-0.23,0.597,1.271,-0.379,-0.162,47930000,0.86
"SQZ",28,9.57,"DOWN",83358376,"Health Care",-77500000,23200000,113,1.4,0,0,3.43,0.9,0,0,-2.75,0.697,-0.689,-0.555,0,28370000,0
"SR",63.41,64.97,"UP",3644573507,"Utilities",2.03e+08,2.17e+09,3710,2.8,17.23,4.01,1.62,1.35,0,1.52,3.91,0.885,0.081,0.063,0.093,52200000,0.41
"SRC",37.98,48.03,"UP",5273014667,"Real Estate",213100000,6.52e+08,84,2.3,22.91,0.61,7.86,1.22,78.38,0.82,1.66,0.999,0.054,0.019,0.327,136340000,1.27
"SRE",123.8,131.77,"UP",47388568605,"Utilities",1.13e+09,1.422e+10,15390,2.1,42.08,10.87,3.3,1.82,27.15,1,3.56,0.898,0.045,0.023,0.079,314850000,0.67
"SRG",13.86,13.23,"DOWN",596184534,"Real Estate",-115400000,118100000,40,0,0,0,5.21,0.95,0,2.79,-2.64,0.454,-0.188,-0.071,-0.977,43680000,2.8
"SRI",29.45,19.75,"DOWN",574534701,"Consumer Discretionary",-31500000,827300000,5000,2,0,0,0.82,2.46,0,0.59,-1.16,0,-0.109,0.014,-0.038,27270000,1.29
"SRL",4.18,8.86,"UP",122814617,"Consumer Discretionary",5600000,52300000,72,0,24.57,0,2.29,0.41,0,0.12,0.33,0.1,0.021,0.018,0.106,13600000,1.22
"SRT",7.83,5.1,"DOWN",149756282,"Technology",7400000,686500000,45000,1.5,19.15,3.83,0.2,0.71,7.43,0.89,0.18,0.113,0.038,0.063,0.011,40280000,1.53
"SSL",8.77,16.12,"UP",10623717121,"Energy",2.13e+09,1.508e+10,28279,1,5.16,0,0.79,1.05,12.46,0.64,3.35,0.013,0.238,0.154,0.141,625200000,2.53
"SST",10.64,9.97,"DOWN",470635331,"Consumer Discretionary",-85200000,809900000,375,2,0,0,0.52,0.62,0,0.65,-0.93,0.32,0,0.351,0,90590000,0
"SSTK",69.27,112.47,"UP",1809734477,"Technology",85900000,815900000,1148,2,19.96,6.24,2.05,3.9,15.29,0.12,2.34,0.71,0.194,0.203,0.105,35930000,1.08
"ST",51.97,61.37,"UP",6231805446,"Industrials",309500000,3.95e+09,21300,2.3,20.96,1.22,1.61,2.07,28.23,1.38,1.97,0,0.101,0.075,0.078,154120000,1.26
"STAG",30.36,47.48,"UP",5661430155,"Real Estate",234600000,634600000,86,2.2,23.98,3.43,8.92,1.66,50.16,0.72,1.33,0.877,0.069,0.029,0.37,179050000,0.99
"STAR",14.4,25.89,"UP",900872288,"Real Estate",-90900000,274400000,144,2.2,0,0,3.46,0.52,0,0,-1.07,0.858,0,-0.04,0,85370000,1.25
"STC",47.61,80.14,"UP",1064306520,"Finance",234500000,3.38e+09,7300,1.2,4.27,0.85,0.3,0.73,3.41,0.33,8.56,0.933,0.254,0.195,0.097,27020000,1.09
"STE",188.49,245.17,"UP",17126026712,"Health Care",3.77e+08,4.77e+09,16422,1.7,43.72,4.37,3.42,2.55,54.44,0.47,3.74,0.95,0.058,0.037,0.079,100080000,0.8
"STEM",17.9,19.4,"UP",2082844103,"Technology",27100000,200600000,213,1.8,17.18,0,8.7,2.9,0,0.77,0.66,0.578,0.043,-0.088,0.135,154120000,0
"STG",13.38,4.93,"DOWN",54635732,"Real Estate",74600000,322200000,4064,4,0.7,0,0.17,0,0,0,5.55,0.037,-0.584,-0.219,0.231,13570000,1.07
"STLA",18.19,18.76,"UP",43361830187,"Consumer Discretionary",0,1.6481e+11,281595,1.8,2.99,0.15,0.26,0.93,0,0,4.61,0.5443,0,0,0,3.13e+09,0
"STM",38.51,49.19,"UP",28368206170,"Technology",3.46e+09,1.526e+10,48254,2.1,8.79,1.76,1.94,2.8,25.48,0.24,3.68,0.05,0.346,0.177,0.227,945500000,1.46
"STN",32.09,55.74,"UP",5426328403,"Consumer Discretionary",1.41e+08,2.95e+09,25000,1.9,38.96,5.55,1.86,3.71,54.27,1.02,1.27,0.797,0.096,0.051,0.048,110900000,0.96
"STNG",11.5,12.6,"UP",2860244043,"Consumer Discretionary",-12600000,846300000,26,1.7,0,0,3.39,1.35,5.98,1.15,-0.73,0.531,0.171,-0.02,0.386,5.5e+07,0.5
"STOR",32.1,34.67,"UP",8979545027,"Real Estate",3.28e+08,854200000,117,2.8,26.54,4.36,10.49,1.66,0,0.87,1.19,0.818,0.063,0.023,0.384,280840000,0.98
"STR",13.4,19.36,"UP",362311056,"Energy",16800000,193500000,11,2,40.37,0,13.22,3.29,22.98,4.27,0.76,0.693,0.094,0.169,0.061,12520000,1.73
"STT",72.25,93.24,"UP",27175587287,"Finance",2.63e+09,2.87e+09,41354,2.4,10.76,2.34,9.67,1.18,3.68,0.59,7.06,0.922,0.108,0.037,0.917,367790000,1.62
"STWD",18.52,24.38,"UP",6386965414,"Real Estate",7.41e+08,1.76e+09,277,1.7,8.4,1.68,3.56,0.97,0,3.01,2.43,0.474,0.128,0.007,0.421,305040000,1.54
"STZ",216.74,249.39,"UP",45351431180,"Consumer Staples",104500000,9.44e+09,10000,2,0,0,4.98,4.86,41.02,1.17,-0.1,0.827,0.01,0.09,0.011,184940000,0.98
"SUI",146.13,209.5,"UP",16800754090,"Real Estate",250100000,2.84e+09,5961,1.9,63.57,21.19,5.73,1.99,0,0.84,2.06,0.981,0.034,0.038,0.088,122400000,0.65
"SUM",20.42,40.01,"UP",3117206080,"Industrials",273900000,2.42e+09,5500,1.8,12.1,0.7,1.37,1.71,35.1,0.8,2.3,0,0.151,0.063,0.113,118240000,1.35
"SUN",28.61,40.48,"UP",3692370027,"Energy",4.63e+08,2.295e+10,2225,2.3,7.75,2.98,0.15,3.62,0,3.61,5.47,0.211,0.575,0.168,0.022,83740000,1.41
"SUP",4.15,4.38,"UP",123193530,"Consumer Discretionary",-25400000,1.51e+09,7800,2,0,0,0.07,0,0,0,-0.98,0.476,0.419,0.089,-0.017,26920000,3.97
"SUPV",2.02,1.94,"DOWN",167160369,"Finance",-20200000,856400000,230,4,0,0,0.34,0.39,0,0.04,-0.22,0.031,-0.05,0.429,-0.024,91340000,1.42
"SWCH",16.14,28.62,"UP",5341521392,"Technology",3.79e+08,652300000,829,2.8,22.27,0.86,8.19,6.86,0,2.48,1.52,0.814,0.881,0.027,0.581,150040000,0.59
"SWI",15.32,14.42,"DOWN",1492482359,"Technology",-647700000,720900000,2215,3,0,0,1.92,0.86,9.42,1.17,-4.03,0.9841,-0.31,0,-0.915,160660000,1.03
"SWK",169.35,186.73,"UP",11553706102,"Consumer Discretionary",563600000,1.703e+10,71300,2.5,22.12,9.62,0.68,1.24,0,0.89,3.46,0.884,0.155,0.096,0.084,147940000,1.26
"SWN",3.06,4.8,"UP",7647800176,"Energy",1.31e+09,1.457e+10,938,2.5,5.32,0.27,0.56,5.75,10,3.44,1.37,0.88,1.072,0.32,0.09,1.11e+09,1.26
"SWX",59.44,69.95,"UP",4888846917,"Utilities",1.48e+08,4.39e+09,2286,2,28.34,7.08,1.06,1.34,0,1.76,2.44,0.949,0.046,0.035,0.034,67050000,0.23
"SXI",75.16,110.12,"UP",1180739291,"Industrials",61500000,735300000,3800,1.3,20.02,1.43,1.63,2.41,28.74,0.35,5.07,0.964,0.119,0.102,0.083,11870000,1.19
"SXT",73.16,99.59,"UP",2982591063,"Industrials",1.39e+08,1.43e+09,3844,2.7,21.02,5.53,2.07,3.02,0,0.55,3.29,0.948,0.131,0.091,0.087,41890000,0.88
"SYF",34.14,46.26,"UP",16124877708,"Finance",3.21e+09,1.649e+10,18000,2.3,5.72,0,0.98,1.38,2.52,1.17,6.33,0,0.254,0.446,0.195,468500000,1.61
"SYK",239.02,270.69,"UP",86147407963,"Health Care",2.08e+09,1.763e+10,46000,2.3,39.27,4.94,4.77,5.15,56.89,0.85,5.44,0.786,0.135,0.084,0.114,378300000,0.99
"SYY",72.31,78,"UP",43781349721,"Consumer Discretionary",1.36e+09,6.864e+10,71000,2.3,31.48,0.76,0.63,30.71,0,7.7,2.64,0.851,0.714,0.162,0.015,510590000,1.1
